Station,Month,Pressure (dbar),Temperature (ITS-90),Salinity (PSS-78) ,DIC (umol/kg),pH,Aklanity (ueq/kg),Modelled_pH
KAHE POINT,2007-09,26.2666667,26.5758667,34.9787,1976.13333,8.09233333,2298.66667,8.06461611
KAHE POINT,2007-10,25.0333333,26.4475333,35.1215667,1983.53333,8.084,2308,8.06637233
KAHE POINT,2007-12,25.4833333,25.5773167,35.1191667,1980.18333,8.09533333,2307,8.08330015
KAHE POINT,2008-01,35.2,24.1252,35.07255,1985.05,8.0825,2313,8.10607082
KAHE POINT,2008-02,16.6,24.63985,34.9519,1977.8,8.0775,2302.5,8.0970028
KAHE POINT,2008-05,26.3333333,24.6829333,35.0634667,1988.8,8.076,2311.33333,8.0896633
KAHE POINT,2008-06,25.1,25.9245667,34.8642,1974.6,8.081,2299,8.07876371
KAHE POINT,2008-07,25.9,26.4935333,34.9611333,1977.7,8.086,2302.33333,8.06888288
KAHE POINT,2008-08,25.4333333,26.3242333,34.9729333,1978.66667,8.08533333,2301,8.06774403
KAHE POINT,2008-10,25.8333333,27.0998333,35.0381333,1976.53333,8.09466667,2307.33333,8.06801324
KAHE POINT,2008-11,16.9,25.58035,35.0932,1983.55,8.086,2313.5,8.08786964
KAHE POINT,2009-01,26.5666667,24.3141333,35.1463,1989.86667,8.08066667,2315.66667,8.09870015
KAHE POINT,2009-02,28.1,24.4239667,35.1165333,1984.96667,8.08466667,2311.33333,8.09900521
KAHE POINT,2009-04,15.4,23.4923,35.1414,2003,8.065,2314.5,8.08811427
KAHE POINT,2009-05,24.9333333,24.6141333,35.1468,1995.73333,8.06866667,2316.33333,8.08572924
KAHE POINT,2009-07,16.15,26.65555,35.0388,1993.3,8.0765,2316,8.06049817
KAHE POINT,2009-08,26.0333333,26.7257,35.0955667,1994.7,8.08366667,2315,8.05466446
KAHE POINT,2009-09,25.5666667,26.9313,35.1227,1988.16667,8.08333333,2318.33333,8.06666419
KAHE POINT,2009-12,24.8666667,25.2051667,35.2741667,1994.86667,8.076,2325,8.08932685
KAHE POINT,2010-03,36.35,23.18315,35.40565,2013.1,8.068,2333,8.09959175
KAHE POINT,2010-04,14.9,24.1491,35.1776,1996.7,8.0715,2320.5,8.0971484
KAHE POINT,2010-05,25,24.6251667,35.11,1995.66667,8.069,2320.66667,8.09241025
KAHE POINT,2010-07,35.1,25.63125,34.99475,1983.85,8.08,2304.5,8.07414212
KAHE POINT,2010-08,26,25.9911333,35.1050667,1984.83333,8.08166667,2313.66667,8.07947379
KAHE POINT,2010-09,25.35,26.18065,35.00195,1987.1,8.076,2310,8.06899159
KAHE POINT,2010-10,25.4,26.3747,35.0656,1984.9,8.08233333,2310.66667,8.06983441
KAHE POINT,2011-01,25.1,25.1556333,35.2216,1989.36667,8.087,2318,8.08943243
KAHE POINT,2011-02,25.0666667,24.5393667,35.2868333,1994.86667,8.07766667,2321.66667,8.09426089
KAHE POINT,2011-05,25.2333333,25.1882333,34.9919333,1980.83333,8.07966667,2304,8.08528307
KAHE POINT,2011-07,24.6,26.1519333,34.8834333,1977,8.08366667,2296.33333,8.06728514
KAHE POINT,2011-11,16.15,26.02395,35.157225,1985.55,8.09025,2312.75,8.07614179
KAHE POINT,2012-01,25.1333333,24.5538,35.1456,1999.06667,8.07133333,2312.66667,8.0756872
KAHE POINT,2012-03,24.9666667,24.3922667,34.8856333,1988.53333,8.06933333,2305,8.08736932
KAHE POINT,2012-04,25.4333333,24.6044667,35.0371333,1992.23333,8.07033333,2311,8.08509714
KAHE POINT,2012-05,24.6,24.8957,35.0428667,1996,8.06933333,2314.33333,8.07946367
KAHE POINT,2012-06,25.2333333,25.1749,35.0991333,1997.56667,8.069,2317,8.07596274
KAHE POINT,2012-07,27.9,25.42355,35.1792,2004.35,8.07,2320.5,8.06522162
KAHE POINT,2012-08,25.3,25.8684333,35.2115333,2001.83333,8.07533333,2320.33333,8.06217328
KAHE POINT,2012-09,15.2,25.6005,35.00685,1998,8.064,2309.5,8.05927679
KAHE POINT,2012-10,25.7333333,25.7780333,35.0575333,1999.9,8.06533333,2315.66667,8.0617069
KAHE POINT,2012-12,26.8333333,25.2920667,35.2533333,2003.33333,8.07466667,2326,8.07604068
KAHE POINT,2013-02,6.9,24.0816,35.286,2002.4,8.065,2324,8.09292046
KAHE POINT,2013-03,25.6333333,24.1324333,35.3328667,2006.46667,8.07133333,2327.33333,8.08919622
KAHE POINT,2013-04,24.7333333,23.6893333,35.3129333,2013.43333,8.06166667,2326.33333,8.08316652
KAHE POINT,2013-06,25.8333333,26.1710667,35.2135,1999.6,8.07433333,2321.66667,8.06322552
KAHE POINT,2013-09,26.2666667,26.8714667,35.1647333,1995.63333,8.07633333,2315.33333,8.05058828
KAHE POINT,2013-10,26.2333333,26.7522667,35.1202333,1995.5,8.07633333,2315.66667,8.05362625
KAHE POINT,2013-11,26.1,26.4719,35.24995,1997.3,8.0835,2326.5,8.06899995
KAHE POINT,2013-12,36,25.85885,35.31845,1999.6,8.086,2330,8.07827696
KAHE POINT,2014-01,25.9,25.1017,35.3488,2005.25,8.081,2330.5,8.08115467
KAHE POINT,2014-02,25.6,24.874,35.1454,1999.2,8.073,2321,8.08306333
KAHE POINT,2014-03,16.5,24.65585,35.28615,2003.4,8.076,2330.5,8.09188602
KAHE POINT,2014-04,25.3666667,24.5253667,35.1977,2002.56667,8.07066667,2320,8.08061922
KAHE POINT,2014-05,25.3,25.7821667,35.0695667,1996.13333,8.07033333,2311,8.06075832
KAHE POINT,2014-09,24.5,27.7629667,35.0801,1982.53333,8.08933333,2310.33333,8.05237893
KAHE POINT,2014-10,25.6333333,27.9490333,35.0843,1980.43333,8.09666667,2312,8.05525876
KAHE POINT,2014-11,25.5333333,26.5388,35.1622667,1988.73333,8.08533333,2316.66667,8.06868702
KAHE POINT,2014-12,25.8333333,25.6237,35.1789,1992.03333,8.08233333,2315.33333,8.07481051
KAHE POINT,2015-02,24.9333333,25.5731333,34.7251667,1973.3,8.078,2291,8.07611046
KAHE POINT,2015-03,24.8666667,25.0519,35.0017667,1990.73333,8.07633333,2307.33333,8.07593237
KAHE POINT,2015-04,26.2666667,25.4424667,34.6689333,1972.86667,8.07933333,2285.66667,8.07147154
KAHE POINT,2015-05,25.8,25.235,34.7851333,1977,8.07566667,2298.33333,8.08512934
KAHE POINT,2015-06,25.8333333,25.9692333,34.9439,1985.03333,8.078,2303.33333,8.06642228
KAHE POINT,2015-07,25.5,26.3267,35.1211,1995.26667,8.07366667,2310,8.05197085
KAHE POINT,2015-08,25.4,27.4053,35.1231333,1989.9,8.08033333,2313,8.0491155
KAHE POINT,2015-09,25.4,28.1123333,35.0664333,1979.73333,8.08966667,2309.33333,8.05038523
KAHE POINT,2015-10,25,26.8952333,35.0493,1981.46667,8.078,2306.33333,8.0615573
KAHE POINT,2015-11,25.6666667,27.2091,34.8970667,1966.93333,8.09666667,2298,8.07013468
KAHE POINT,2016-01,26.2333333,25.8114667,34.6019667,1962.1,8.08433333,2277.66667,8.07271378
KAHE POINT,2016-02,25.2666667,25.5485667,34.9033667,1975.83333,8.08833333,2297.33333,8.07940747
KAHE POINT,2016-03,25.5,25.0118667,34.9957,1983.83333,8.083,2307.66667,8.08834437
KAHE POINT,2016-04,25.15,25.3662,34.75085,1978.6,8.0735,2291.5,8.0708401
KAHE POINT,2016-05,24.9333333,25.7151333,34.7968,1982.53333,8.06966667,2300.33333,8.07175831
KAHE POINT,2016-07,25.1,26.07055,34.8834,1986.2,8.071,2299.5,8.05807758
KAHE POINT,2016-08,25.1,27.3982,34.8679667,1978,8.083,2297,8.04834728
KAHE POINT,2016-10,25.2,27.6046667,34.7232667,1961.9,8.095,2290.33333,8.06345505
KAHE POINT,2016-11,25.3,26.2334,34.8717333,1973.23333,8.08833333,2294.33333,8.06945065
KAHE POINT,2017-01,26.5666667,24.9969333,34.8363,1977.06667,8.07833333,2294.33333,8.08196347
KAHE POINT,2017-02,5.2,24.8128,34.6309,1969.1,8.077,2279,8.078275
KAHE POINT,2017-03,25.4333333,25.5722333,34.6871667,1970.66667,8.078,2281.66667,8.06698492
KAHE POINT,2017-04,25.8,25.9531333,34.1525333,1945.03333,8.07333333,2246,8.05688498
KAHE POINT,2017-05,24.6666667,26.5685333,34.4176,1955.13333,8.07566667,2263.66667,8.05439488
KAHE POINT,2017-06,24.8666667,26.8690667,34.4641667,1957.9,8.07866667,2268,8.05126698
KAHE POINT,2017-08,25.4,26.8905,34.3209667,1957.63333,8.06733333,2261.66667,8.04355925
KAHE POINT,2017-10,27.3666667,27.9742,34.6979333,1964.1,8.08733333,2285,8.04691733
KAHE POINT,2017-11,24.8333333,26.9328,34.8453333,1972.3,8.086,2292.33333,8.05798418
KAHE POINT,2017-12,25.3,25.7554667,34.8463667,1978.36667,8.07966667,2293,8.06646372
KAHE POINT,2018-01,25.6333333,25.0076667,34.8589667,1979.93333,8.07733333,2294,8.07631619
KAHE POINT,2018-02,26.0333333,24.5591333,34.8995667,1987.9,8.06833333,2301.66667,8.08074027
KAHE POINT,2018-04,25.7,25.1322333,34.5917,1973.23333,8.06933333,2278.33333,8.06534125
KAHE POINT,2018-05,25.9666667,25.3189,34.6859,1978.13333,8.06366667,2289,8.06935263
KAHE POINT,2018-06,26.0333333,26.4878,34.6214667,1970.7,8.071,2285,8.05912949
KAHE POINT,2018-07,25.2666667,26.7961667,34.643,1969.63333,8.07633333,2283,8.05309395
KAHE POINT,2018-09,16.05,26.9085,34.70125,1972.6,8.074,2288.5,8.05430929
KAHE POINT,2018-11,4.2,27.1192,34.6194,1960.8,8.084,2281,8.060895
KAHE POINT,2018-12,24.8,26.1961333,34.7541333,1972.03333,8.07666667,2295.33333,8.07494257
KAHE POINT,2019-01,34.65,25.25905,34.68385,1973.1,8.0735,2284,8.07082724
KAHE POINT,2019-02,24.8,23.8540333,34.7991333,1988.1,8.059,2292.33333,8.07806327
KAHE POINT,2019-05,25.4,24.9295,34.5964667,1976.13333,8.06233333,2279,8.06443453
KAHE POINT,2019-06,25.2,26.0625,34.7255,1980.63333,8.06766667,2285.66667,8.04858968
KAHE POINT,2019-07,24.7,26.8428,34.6780667,1972.56667,8.07366667,2282.66667,8.04660905
KAHE POINT,2019-08,24.8333333,27.6935667,34.6396333,1966.26667,8.081,2278.33333,8.03843731
KAHE POINT,2019-09,25.1333333,27.7782333,34.7992667,1974.13333,8.08233333,2286.66667,8.03458264
KAHE POINT,2019-10,24.8,27.4547333,34.7548,1970.13333,8.084,2288.66667,8.04952743
KAHE POINT,2019-12,25.0666667,26.5441667,34.6723333,1968.53333,8.08133333,2284,8.05978215
KAHE POINT,2020-01,24.7333333,25.5377167,34.7345167,1974.73333,8.0785,2288.33333,8.07017665
KAHE POINT,2020-07,14.7,26.8905,34.375,1959.65,8.0585,2267.5,8.04873823
KAHE POINT,2020-08,24.45,27.4573167,34.5151667,1963.33333,8.07333333,2272.33333,8.03935402
KAHE POINT,2020-09,24.6333333,28.0269333,34.6368333,1962.8,8.08,2281,8.04322961
KAHE POINT,2020-12,24.0333333,26.5189,34.7368333,1971.03333,8.07533333,2291,8.06564863
KAHE POINT,2021-01,24.5333333,25.8323333,34.7231667,1976.43333,8.06833333,2289,8.06412215
KAHE POINT,2021-02,25.2,25.0535,34.7141,1979.6,8.0665,2284.5,8.06366824
KAHE POINT,2021-03,25.6,24.7305333,34.5197333,1972.6,8.059,2275.33333,8.0687061
KAHE POINT,2021-04,34.9,24.7074,34.54675,1975.45,8.06,2278.5,8.06828094
KAHE POINT,2021-05,25.15,25.30785,34.48685,1971.35,8.058,2272.5,8.05832679
KAHE POINT,2021-06,24.8,26.2397,34.5795,1974.25,8.062,2280,8.04993337
KAHE POINT,2021-12,25.8333333,26.3058,34.8624333,1983.66667,8.07066667,2296.33333,8.0542858
KAHE POINT,2022-03,24.3,25.1232667,35.0001333,1998.73333,8.061,2300,8.05048452
KAHE POINT,2022-05,24.5666667,25.5722,34.7796667,1992.9,8.055,2287.66667,8.0374258
KAHE POINT,2022-07,29.55,26.323925,34.774325,1989.6,8.061,2288.75,8.03344025
KAHE POINT,2022-08,24.3666667,27.5971667,34.8573333,1983.63333,8.072,2295.66667,8.03429486
KAHE POINT,2023-03,6.4,25.4825,34.766,1988.5,8.055,2289,8.04914088
KAHE POINT,2023-05,4.1,25.8722,34.7377,1986.9,8.059,2292,8.05109785
KAHE POINT,2023-08,35,27.1405,34.8505,1984.95,8.0685,2292,8.03309314
KAHE POINT,2023-09,24.3333333,26.997,34.9363,1992.1,8.066,2298.33333,8.03213387
KAHE POINT,2023-10,24.9,27.0367333,34.9694,1995.86667,8.06266667,2304.66667,8.0343923
KAHE POINT,2023-11,17.6,26.5557667,35.0338,1998.13333,8.06333333,2307,8.0406939
KAHE POINT,2023-12,27.4,25.3172667,35.0668,2004.1,8.05633333,2311.33333,8.05491594
KAHE POINT,2024-04,24.2833333,24.8740833,35.0142333,2006.75,8.04616667,2304.66667,8.04758954
KAHE POINT,2024-07,24.8,26.3572333,34.9722667,2001.76667,8.05066667,2303.33333,8.03252009
KAHE POINT,2024-09,24.3,27.2659333,35.0202667,1997.4,8.06033333,2305,8.02833276
KAHE POINT,2024-10,25.0333333,27.4093333,34.9503,1993.03333,8.06766667,2300.33333,8.02728193
KAHE POINT,2024-12,25.25,26.04655,35.2036,2006.2,8.0635,2319.5,8.05122088
